4.296000000000000263e+00,-1.706299999999999928e+00
4.226399999999999935e+00,-1.176999999999999991e-01
1.862100000000000088e+00,1.117499999999999938e+00
2.655000000000000138e-01,8.110000000000000542e-01
-6.532000000000000028e+00,1.880999999999999894e-01
-3.505100000000000104e+00,-2.111999999999999988e-01
1.389599999999999946e+00,-3.422000000000000042e-01
-5.947000000000000064e+00,5.149000000000000243e-01
5.547600000000000087e+00,-8.870000000000000107e-02
6.289999999999999758e-02,5.229000000000000314e-01
1.256199999999999983e+00,1.340899999999999981e+00
-1.099599999999999911e+00,3.113000000000000211e-01
-3.034499999999999975e+00,1.398999999999999966e-01
4.183999999999999941e-01,-6.560000000000000553e-02
-5.409500000000000419e+00,-9.229999999999999316e-02
-5.229199999999999626e+00,-5.977000000000000091e-01
2.443900000000000183e+00,7.015000000000000124e-01
6.033500000000000085e+00,5.933000000000000496e-01
9.310000000000000497e-01,1.134700000000000042e+00
-2.655800000000000161e+00,-6.729999999999999871e-02
2.874200000000000088e+00,4.639999999999999680e-02
1.356200000000000072e+00,1.507400000000000073e+00
7.923300000000000232e+00,-6.090999999999999748e-01
-4.754400000000000404e+00,-7.437000000000000277e-01
-5.501000000000000334e+00,2.674000000000000266e-01
-1.723600000000000021e+00,1.748000000000000109e-01
-5.492200000000000415e+00,-5.189000000000000279e-01
6.386499999999999844e+00,-6.553999999999999826e-01
1.844000000000000083e+00,-8.589999999999999858e-01
-2.264200000000000212e+00,-4.396999999999999797e-01
-7.931000000000000272e-01,-3.887999999999999790e-01
2.293200000000000127e+00,-4.743999999999999884e-01
1.558400000000000007e+00,-9.250000000000000444e-01
3.616899999999999782e+00,3.321999999999999953e-01
-1.138800000000000034e+00,-7.573999999999999622e-01
-2.526999999999999802e-01,1.126900000000000013e+00
1.995700000000000029e+00,3.420000000000000123e-02
6.733799999999999564e+00,2.676999999999999935e-01
-1.981999999999999984e+00,2.530000000000000027e-01
-7.096000000000000085e-01,-3.345000000000000195e-01
-7.062599999999999767e+00,-1.228699999999999903e+00
-2.594199999999999839e+00,5.599999999999999943e-03
3.381299999999999972e+00,5.649999999999999467e-01
1.575099999999999945e+00,1.205200000000000049e+00
-2.799700000000000077e+00,-4.340000000000000108e-02
-7.308999999999999941e-01,-9.620999999999999552e-01
2.900000000000000147e-02,1.054300000000000015e+00
6.322099999999999831e+00,6.933000000000000274e-01
-2.298000000000000043e+00,-3.415000000000000258e-01
-8.931999999999999940e-01,-5.928999999999999826e-01
-8.204800000000000537e+00,6.065000000000000391e-01
-2.256299999999999972e+00,8.565000000000000391e-01
1.553199999999999914e+00,2.590000000000000080e-01
-7.359399999999999942e+00,4.994000000000000106e-01
8.848599999999999355e+00,-6.273999999999999577e-01
-3.237899999999999778e+00,1.164199999999999902e+00
-1.516999999999999904e+00,8.035999999999999810e-01
-8.004999999999999893e-01,-3.856999999999999873e-01
1.562999999999999945e-01,1.892999999999999960e-01
2.941399999999999793e+00,-1.250000000000000069e-02
2.269499999999999851e+00,-1.411000000000000032e-01
-5.104899999999999771e+00,-8.683999999999999497e-01
7.763600000000000279e+00,4.562999999999999834e-01
4.595500000000000362e+00,-8.418999999999999817e-01
3.433600000000000207e+00,8.630999999999999783e-01
4.575700000000000323e+00,4.492999999999999772e-01
-5.644700000000000273e+00,-1.428999999999999992e-01
-3.974899999999999878e+00,-5.385999999999999677e-01
-6.379100000000000215e+00,6.098000000000000087e-01
-2.922099999999999920e+00,-1.326799999999999979e+00
-4.490499999999999936e+00,3.850000000000000089e-01
3.774399999999999977e+00,-3.659000000000000030e-01
1.265500000000000069e+00,-1.310000000000000053e-01
2.911999999999999922e+00,1.265999999999999903e-01
4.817400000000000126e+00,-1.842999999999999916e-01
5.776699999999999946e+00,9.450000000000000067e-02
6.090799999999999770e+00,-2.555999999999999939e-01
-2.572200000000000042e+00,-1.824999999999999956e-01
2.341800000000000104e+00,-3.110999999999999877e-01
-7.823199999999999932e+00,-9.641999999999999460e-01
-4.136199999999999655e+00,-3.487999999999999989e-01
-2.463699999999999779e+00,1.533600000000000074e+00
1.442399999999999904e+00,3.679999999999999938e-01
4.544200000000000017e+00,-7.180999999999999606e-01
-5.218499999999999694e+00,-2.285000000000000087e-01
1.191799999999999971e+00,7.235000000000000320e-01
-1.915499999999999980e+00,-9.377999999999999670e-01
-8.304000000000000270e-01,1.022199999999999998e+00
-1.771000000000000074e-01,8.038999999999999480e-01
6.296999999999999709e+00,-1.554000000000000048e+00
-6.940000000000000335e-02,-3.906999999999999917e-01
2.268699999999999939e+00,-1.017300000000000093e+00
-5.488900000000000112e+00,1.154700000000000060e+00
3.788499999999999979e+00,-4.625000000000000222e-01
-1.915000000000000036e-01,1.968099999999999961e+00
5.077300000000000146e+00,8.640000000000000457e-02
-1.040000000000000036e+00,-5.390000000000000346e-02
-4.977400000000000269e+00,3.311999999999999944e-01
